dispatching_base_number,date,active_vehicles,trips,trip_date,day_of_week,day_name,is_weekend,month,base_encoded,trips_lag_1,trips_lag_7,trips_lag_14,roll_mean_7,roll_std_7,roll_mean_14,roll_std_14,trips_per_vehicle,predicted_trips,predicted_trips_per_vehicle
B02765,1/23/2015,299,2162,2015-01-23,4,Friday,0,1,5,2038.0,2082.0,2039.0,1931.0,281.1209704024228,1873.9285714285716,249.83578122922583,7.230769230769231,2165.02,7.240869630539297
B02765,1/24/2015,245,2376,2015-01-24,5,Saturday,1,1,5,2162.0,2160.0,2202.0,1942.4285714285716,289.77569321969065,1882.7142857142856,258.112804370918,9.69795918367347,2376.3337,9.699321388711734
B02765,1/25/2015,226,1755,2015-01-25,6,Sunday,1,1,5,2376.0,2287.0,1672.0,1973.2857142857144,326.0371728733366,1895.142857142857,278.0860014021277,7.765486725663717,1754.6327,7.763861462078263
B02765,1/26/2015,230,1363,2015-01-26,0,Monday,0,1,5,1755.0,1568.0,1711.0,1897.2857142857144,301.8281598778318,1901.071428571429,273.814778576747,5.926086956521739,1361.1731,5.918143894361413
B02765,1/27/2015,135,921,2015-01-27,1,Tuesday,0,1,5,1363.0,1608.0,1697.0,1868.0,345.83955817690946,1876.2142857142856,306.26940844532703,6.822222222222222,920.9095,6.821551739728009
B02765,1/28/2015,286,1913,2015-01-28,2,Wednesday,0,1,5,921.0,1774.0,1600.0,1769.857142857143,496.5572906091933,1820.7857142857144,397.75488752427736,6.688811188811189,1912.8422,6.688259311489292
B02765,1/29/2015,295,2086,2015-01-29,3,Thursday,0,1,5,1913.0,2038.0,1797.0,1789.7142857142858,499.52100866253664,1843.142857142857,393.16034253858174,7.071186440677966,2081.4272,7.055685579978814
B02765,1/30/2015,322,2785,2015-01-30,4,Friday,0,1,5,2086.0,2162.0,2082.0,1796.571428571429,503.8084481039915,1863.7857142857144,398.1070939354865,8.649068322981366,2784.252,8.646745196040373
B02765,1/31/2015,309,3282,2015-01-31,5,Saturday,1,1,5,2785.0,2376.0,2160.0,1885.571428571429,620.6104137978073,1914.0,466.2516652888389,10.62135922330097,3283.9255,10.627590734981796
B02765,2/1/2015,289,2672,2015-02-01,6,Sunday,1,2,5,3282.0,1755.0,2287.0,2015.0,806.5537799799837,1994.142857142857,591.417184155386,9.245674740484429,2673.72,9.251626196204585
B02765,2/2/2015,275,2607,2015-02-02,0,Monday,0,2,5,2672.0,1363.0,1568.0,2146.0,831.3739631878462,2021.642857142857,614.5794818902107,9.48,2606.3916,9.477787642045454
B02765,2/3/2015,299,2410,2015-02-03,1,Tuesday,0,2,5,2607.0,921.0,1608.0,2323.714285714286,766.5345641882288,2095.8571428571427,618.3069759298506,8.060200668896321,2410.693,8.062518780048077
B02765,2/4/2015,309,2334,2015-02-04,2,Wednesday,0,2,5,2410.0,1913.0,1774.0,2536.428571428572,456.17206444602914,2153.1428571428573,606.6733828070866,7.553398058252427,2338.1133,7.566709648058253
B02765,2/5/2015,355,3011,2015-02-05,3,Thursday,0,2,5,2334.0,2086.0,2038.0,2596.5714285714284,382.00168286839454,2193.1428571428573,598.1538079975572,8.481690140845071,3007.2314,8.471074493838028
B02765,2/6/2015,385,3569,2015-02-06,4,Friday,0,2,5,3011.0,2785.0,2162.0,2728.714285714286,332.7630359508667,2262.6428571428573,634.1827699601167,9.27012987012987,3566.879,9.264620535714286
B02765,2/7/2015,345,3473,2015-02-07,5,Saturday,1,2,5,3569.0,3282.0,2376.0,2840.714285714286,461.7884487820923,2363.1428571428573,722.3613901794439,10.066666666666666,3473.298,10.067530712182972
B02765,2/8/2015,313,2623,2015-02-08,6,Sunday,1,2,5,3473.0,2672.0,1755.0,2868.0,496.5433851470916,2441.5,780.9824926630268,8.380191693290735,2627.7266,8.395292531948881
B02765,2/9/2015,388,2894,2015-02-09,0,Monday,0,2,5,2623.0,2607.0,1363.0,2861.0,500.0996567352014,2503.5,756.3567280060389,7.458762886597938,2893.526,7.457540925016108
B02765,2/10/2015,422,3432,2015-02-10,1,Tuesday,0,2,5,2894.0,2410.0,921.0,2902.0,487.4087948871388,2612.8571428571427,686.1994391790711,8.132701421800947,3429.0164,8.125631178724822
B02765,2/11/2015,450,3778,2015-02-11,2,Wednesday,0,2,5,3432.0,2334.0,1913.0,3048.0,468.1573809450544,2792.214285714286,517.3567700074382,8.395555555555555,3777.4094,8.3942431640625
B02765,2/12/2015,536,4609,2015-02-12,3,Thursday,0,2,5,3778.0,3011.0,2086.0,3254.285714285714,416.3843233863446,2925.428571428572,513.6494935243335,8.598880597014926,4618.0386,8.615743608617072
B02765,2/13/2015,599,5909,2015-02-13,4,Friday,0,2,5,4609.0,3569.0,2785.0,3482.5714285714284,639.207545101186,3105.6428571428573,626.6490377264766,9.864774624373956,5902.107,9.853267000991236
B02765,2/14/2015,583,6307,2015-02-14,5,Saturday,1,2,5,5909.0,3473.0,3282.0,3816.857142857143,1121.7081362177692,3328.785714285714,967.3062659199078,10.818181818181818,6306.8984,10.81800761149228
B02765,2/15/2015,521,5500,2015-02-15,6,Sunday,1,2,5,6307.0,2623.0,2672.0,4221.714285714285,1442.4853221998146,3544.8571428571427,1252.0080398576265,10.55662188099808,5497.98,10.552744684201055
B02765,2/16/2015,508,4875,2015-02-16,0,Monday,0,2,5,5500.0,2894.0,2607.0,4632.714285714285,1315.3113337768752,3746.857142857143,1326.2805630288549,9.596456692913383,4879.07,9.604468157910926
B02765,2/17/2015,578,4907,2015-02-17,1,Tuesday,0,2,5,4875.0,3432.0,2410.0,4915.714285714285,1068.8947117288506,3908.857142857143,1314.8055636974143,8.48961937716263,4907.7314,8.490884853481834
B02765,2/18/2015,586,5059,2015-02-18,2,Wednesday,0,2,5,4907.0,3778.0,2334.0,5126.428571428572,850.7917600962154,4087.214285714286,1264.2308807255995,8.633105802047782,5056.6816,8.629149557380545
B02765,2/19/2015,663,6447,2015-02-19,3,Thursday,0,2,5,5059.0,4609.0,3011.0,5309.428571428572,618.4582597456482,4281.857142857143,1180.542304141676,9.723981900452488,5759.1636,8.68652122808258
B02765,2/20/2015,736,7824,2015-02-20,4,Friday,0,2,5,6447.0,5909.0,3569.0,5572.0,660.278476604124,4527.285714285715,1251.070767756194,10.630434782608695,6707.959,9.11407470703125
B02765,2/21/2015,685,7658,2015-02-21,5,Saturday,1,2,5,7824.0,6307.0,3473.0,5845.571428571428,1083.962769524065,4831.214285714285,1493.6818824415304,11.17956204379562,6906.4014,10.082337762317518
B02765,2/22/2015,566,5034,2015-02-22,6,Sunday,1,2,5,7658.0,5500.0,2623.0,6038.571428571428,1281.9964712825647,5130.142857142857,1614.8128663738726,8.89399293286219,5033.389,8.892913710523409
B02765,2/23/2015,665,5823,2015-02-23,0,Monday,0,2,5,5034.0,4875.0,2894.0,5972.0,1325.9695823559937,5302.357142857143,1446.676222728017,8.756390977443608,5460.92,8.211909656954887
B02765,2/24/2015,698,6390,2015-02-24,1,Tuesday,0,2,5,5823.0,4907.0,3432.0,6107.428571428572,1240.9390069812512,5511.571428571428,1272.9563841875988,9.154727793696274,5609.5522,8.036607802426577
B02765,2/25/2015,706,6178,2015-02-25,2,Wednesday,0,2,5,6390.0,5059.0,3778.0,6319.285714285715,1122.8098257327017,5722.857142857143,1139.7526625843616,8.75070821529745,6009.107,8.511482908773017
B02765,2/26/2015,745,6744,2015-02-26,3,Thursday,0,2,5,6178.0,6447.0,4609.0,6479.142857142857,984.6296137078504,5894.285714285715,996.1744849149744,9.052348993288591,6079.1035,8.159870490771812
B02765,2/27/2015,786,7563,2015-02-27,4,Friday,0,2,5,6744.0,7824.0,5909.0,6521.571428571428,989.4011416243734,6046.785714285715,946.4587583823673,9.622137404580153,6180.9106,7.863754000675891
B02765,2/28/2015,747,7753,2015-02-28,5,Saturday,1,2,5,7563.0,7658.0,6307.0,6484.285714285715,935.5933436926,6164.928571428572,1027.6824909464078,10.378848728246318,6414.0024,8.586348649807563
